obs_id,a,b,E1,E2
0,304.179077,23.704426,0.708785,0.537373
0,303.623871,23.272312,0.513395,0.587644
0,303.953339,23.294575,0.550575,0.509730
0,304.823578,22.995525,0.810150,0.761475
0,304.192688,23.502750,0.662418,0.515890
0,304.382050,23.208109,0.680557,0.640826
0,304.565491,23.464329,0.829948,0.650802
0,304.359528,23.311213,0.686238,0.515460
0,304.001007,23.315357,0.589624,0.511355
0,303.777435,23.899391,0.684326,0.548451
0,304.708710,23.195272,0.887510,0.573152
0,304.602783,23.303595,0.819392,0.525826
0,304.102203,23.529205,0.574339,0.784070
0,304.484100,23.507500,0.818192,0.591437
0,303.820190,23.740864,0.622188,0.575855
0,304.643158,23.374043,0.676004,0.513036
0,304.379730,23.252897,0.639841,0.583813
0,303.755371,23.097490,0.555605,0.533149
0,304.784119,23.193920,0.849577,0.579354
0,304.064941,23.212770,0.540641,0.806557
0,304.203583,23.525135,0.644193,0.511068
0,304.235901,23.549187,0.673159,0.585339
0,304.334503,22.917006,0.549461,0.797977
0,303.514984,24.023909,0.607131,0.508061
0,304.555969,23.692362,0.859595,0.510317
0,304.765961,23.528486,0.858189,0.601247
0,303.715332,23.336052,0.522755,0.547661
0,304.007935,23.397781,0.600326,0.509036
0,303.445312,23.425360,0.499401,0.680299
0,303.697052,22.965418,0.501019,0.558875
0,304.345581,23.333399,0.652221,0.834622
0,303.973358,23.945942,0.803670,0.525589
0,303.520386,23.626896,0.528401,0.700670
0,304.248871,23.509130,0.680140,0.541955
0,304.386658,22.978083,0.548059,0.603017
0,303.458771,24.048002,0.540453,0.569202
0,303.997864,23.539902,0.643983,0.610436
0,304.184753,23.231821,0.683636,0.541957
0,303.829224,23.582907,0.631825,0.535290
0,304.503357,22.911591,0.579804,0.694219
0,303.252197,23.620991,0.529784,0.531743
0,304.084869,23.049454,0.539716,0.532165
0,304.095276,23.150211,0.539150,0.597974
0,303.945221,23.241329,0.561598,0.790350
0,303.875427,23.494020,0.544366,0.577153
0,304.629333,23.376923,0.743993,0.514863
0,303.636414,24.148323,0.645713,0.511939
0,304.040985,23.671099,0.642278,0.524550
0,303.796814,23.128429,0.504696,0.692646
0,304.819824,23.050106,0.796059,0.704325
0,303.571381,23.816738,0.565718,0.528132
0,303.890411,23.830528,0.683567,0.626992
0,303.955597,23.729900,0.660792,0.553637
0,304.583405,22.996456,0.728908,0.616581
0,303.912598,23.305916,0.551173,0.705588
0,303.868866,23.124851,0.509680,0.734553
0,304.441620,23.361799,0.716965,0.521506
0,304.014557,23.542982,0.712737,0.547720
0,304.199066,23.430492,0.673927,0.523785
0,304.237793,23.202578,0.549026,0.530328
0,303.893646,23.278339,0.610675,0.566435
0,304.119781,22.969826,0.567105,0.524315
0,304.134766,23.408108,0.643444,0.516992
0,304.818481,23.487604,0.863499,0.532912
0,304.069824,23.055405,0.561658,0.590440
0,304.295532,23.717968,0.747130,0.511775
0,303.746796,23.524836,0.616953,0.623940
0,304.560089,23.366108,0.786052,0.485270
0,303.684296,23.804121,0.558671,0.573149
0,303.842072,23.591267,0.516689,0.591302
0,303.272858,23.970465,0.527835,0.566840
0,304.607513,23.463343,0.717986,0.527739
0,304.423431,22.881725,0.676468,0.595324
0,304.395508,23.241058,0.616040,0.626322
0,304.593506,23.402147,0.767371,0.554178
0,304.061279,23.749846,0.778149,0.532024
0,304.280762,23.091032,0.543278,0.642053
0,304.079407,23.474892,0.751653,0.552153
0,304.240540,23.429571,0.704367,0.632169
0,304.516907,23.170214,0.631521,0.581231
0,303.624207,23.785425,0.567889,0.507963
0,303.990509,23.315460,0.541006,0.530690
0,304.523712,23.294703,0.749702,0.664144
0,304.354767,22.732220,0.564568,0.535105
0,304.109406,23.309793,0.610675,0.514084
0,304.353363,23.561714,0.674113,0.534447
0,304.086334,23.114885,0.575706,0.649119
0,304.153381,23.299686,0.660660,0.528027
0,304.308777,23.222645,0.571185,0.622856
0,304.125610,23.761200,0.864285,0.539300
0,304.798370,22.936722,0.749421,0.600846
0,303.715454,23.369820,0.607667,0.521756
0,303.680695,23.226231,0.566131,0.525983
0,304.534210,23.248371,0.788053,0.606097
0,304.765503,23.149935,0.779918,0.676320
0,304.240723,23.375917,0.749017,0.566526
0,303.443207,23.495329,0.502828,0.510552
0,303.732758,23.147680,0.517393,0.550859
0,304.314453,23.753437,0.784792,0.544849
0,304.269104,23.280113,0.649857,0.532000
0,304.364075,22.949976,0.572104,0.518712
0,304.691864,23.097359,0.642390,0.606864
0,303.948761,23.599009,0.704971,0.530938
0,303.804169,23.508352,0.535399,0.534630
0,303.951782,23.228748,0.536711,0.688784
0,304.000854,22.908630,0.528557,0.600305
0,304.214722,23.702682,0.824121,0.512911
0,303.646637,23.224087,0.512312,0.599638
0,304.477142,23.354233,0.656107,0.592230
0,303.379700,23.458006,0.510339,0.555917
0,304.722290,23.280439,0.690381,0.603839
0,303.728333,23.914982,0.720026,0.518265
0,304.297729,22.952936,0.664222,0.536317
0,304.045105,23.483969,0.557613,0.793419
0,303.987213,23.248123,0.534217,0.618105
0,303.794586,23.568064,0.646866,0.636248
0,303.947418,23.525345,0.573364,0.615518
0,304.609497,23.203188,0.752890,0.546617
0,304.190735,23.416748,0.646905,0.577791
0,303.904694,23.511459,0.725431,0.650196
0,304.425598,23.128677,0.819377,0.503523
0,304.623993,22.905195,0.597190,0.544277
0,304.246277,23.704933,0.772023,0.544355
0,303.919403,23.185543,0.515742,0.775386
0,303.762512,23.309256,0.587416,0.564929
0,303.773804,23.657124,0.683319,0.508145
0,303.978302,23.470568,0.562493,0.527362
0,304.454926,23.251535,0.714075,0.623286
0,304.465088,23.427723,0.748415,0.542287
0,304.244324,23.460455,0.623461,0.602549
0,304.078125,23.207417,0.602003,0.607572
0,304.077881,23.694683,0.716599,0.511310
0,303.706329,23.345161,0.543091,0.505910
0,304.639465,23.079666,0.833240,0.576237
0,303.807678,23.682924,0.616642,0.523982
0,304.329376,23.055878,0.651723,0.586613
0,303.986786,23.633583,0.667624,0.594328
0,304.082581,23.439411,0.613847,0.520720
0,304.010925,23.469784,0.563699,0.583960
0,304.096100,23.568132,0.678267,0.544816
0,303.804962,23.422506,0.540643,0.709599
0,304.056305,23.151329,0.583831,0.510095
0,303.589355,23.505146,0.521775,0.523760
0,304.218048,23.388409,0.762710,0.705652
0,303.896332,23.186838,0.571644,0.532446
0,304.684814,23.650078,0.869465,0.540802
0,303.988983,23.669859,0.645119,0.530024
0,303.749481,23.023367,0.496907,0.502405
0,304.096832,23.494610,0.626955,0.560435
0,303.838257,23.669825,0.575410,0.667651
0,304.134033,23.273872,0.572096,0.625266
0,304.214539,23.756149,0.653119,0.526001
0,304.078888,23.303476,0.555252,0.750321
0,303.690887,23.655945,0.567046,0.511864
0,303.782043,23.429522,0.614775,0.524179
0,304.604523,23.337870,0.838480,0.564326
0,304.121460,23.457441,0.669439,0.703233
0,303.442352,23.513098,0.513406,0.575212
0,304.478516,22.836777,0.572175,0.541313
0,304.387756,23.412718,0.622924,0.542980
0,304.855225,23.232273,0.842300,0.598171
0,303.542084,23.626911,0.543298,0.554373
0,304.094482,23.579065,0.699425,0.561632
0,304.048767,23.551128,0.632307,0.569604
0,303.823853,23.324911,0.531824,0.564217
0,304.390381,23.469181,0.757333,0.526186
0,303.825897,23.202204,0.580497,0.608671
0,304.139984,23.368492,0.627860,0.562005
0,304.294281,23.268955,0.671421,0.518343
0,304.148438,23.525108,0.888935,0.493723
0,303.497650,23.706224,0.557560,0.502876
0,304.405396,23.258101,0.644188,0.615388
0,303.992004,23.607876,0.699881,0.514322
0,303.867828,23.414375,0.580957,0.548144
0,304.015137,23.202829,0.600670,0.510092
0,304.156006,23.593098,0.806613,0.508784
0,303.712891,23.445696,0.529259,0.516019
0,304.584442,23.145823,0.768186,0.531165
0,303.907745,23.103325,0.497968,0.638458
0,303.570953,23.643021,0.504391,0.559856
0,304.097168,23.563627,0.714456,0.530784
0,304.166473,23.096022,0.589216,0.516765
0,303.875519,23.391827,0.604492,0.606813
0,304.191284,23.133497,0.677578,0.580410
0,303.762512,23.957411,0.841886,0.511983
0,303.750153,23.149103,0.510783,0.557251
0,304.102722,23.442741,0.614002,0.874314
0,304.256378,23.398010,0.607212,0.574347
0,303.817474,23.242338,0.525115,0.514530
0,304.085022,22.982466,0.615070,0.697343
0,304.425201,23.019049,0.641519,0.502125
0,304.112732,23.426523,0.585908,0.706273
0,304.152832,23.293945,0.608609,0.500055
0,304.378754,23.554968,0.709210,0.549755
0,304.165771,23.449253,0.607890,0.517856
0,304.566284,23.475838,0.661006,0.530770
0,303.984741,23.823414,0.741497,0.536542
0,304.970642,22.919994,0.659938,0.513062
0,304.323090,22.872452,0.601412,0.567001
0,304.246002,23.334122,0.565419,0.788515
0,304.370209,23.582115,0.642174,0.537369
0,304.077057,23.623993,0.709646,0.516018
0,304.070374,22.973587,0.543031,0.538249
0,304.314697,23.135134,0.556890,0.564743
0,304.066010,23.576073,0.650810,0.510761
0,303.838165,23.838106,0.568030,0.535049
0,303.859314,23.151423,0.529304,0.550875
0,303.956116,23.221668,0.609537,0.611026
0,304.117004,23.027868,0.559439,0.568972
0,304.329346,23.617546,0.720788,0.578200
0,303.496704,23.827623,0.560557,0.524927
0,304.130951,23.478136,0.607599,0.596575
0,304.068024,23.070194,0.505371,0.664781
0,303.964905,23.434763,0.620619,0.506703
0,304.251282,23.363308,0.609318,0.523490
0,304.521759,23.370022,0.772839,0.541976
0,303.526367,23.259789,0.528906,0.519267
0,303.910278,23.622248,0.600163,0.527455
0,304.304901,23.302155,0.606470,0.697450
0,303.969574,24.072914,0.783924,0.517635
0,305.131073,23.291645,0.784919,0.510844
0,304.122162,23.826967,0.701127,0.514843
0,303.746735,23.167683,0.560394,0.574759
0,303.665253,23.502007,0.579448,0.628002
0,303.931396,23.242989,0.635439,0.605010
0,304.333344,23.513428,0.696724,0.506814
0,303.925903,23.585003,0.601081,0.542108
0,303.731812,23.495590,0.557567,0.486585
0,303.804657,23.445065,0.723472,0.518364
0,304.354156,23.524496,0.824448,0.533220
0,304.123230,23.352148,0.641078,0.834909
0,304.541931,23.727583,0.798518,0.607186
0,304.722137,22.712376,0.616108,0.538935
0,304.066986,23.107929,0.605306,0.534449
0,303.556915,23.831322,0.618836,0.530973
0,304.480652,23.174978,0.688284,0.803839
0,304.575043,23.296738,0.859908,0.520160
0,304.415680,23.017822,0.607864,0.522694
0,303.564728,23.631393,0.566722,0.553005
0,303.567535,23.792038,0.585105,0.570667
0,304.209137,22.999615,0.579178,0.521667
0,304.165405,23.416067,0.682684,0.514646
0,304.304108,23.218456,0.570444,0.705362
0,304.175476,23.442472,0.684155,0.591225
0,303.516113,23.835978,0.683447,0.528717
0,304.346741,23.052580,0.725741,0.506715
0,304.140839,23.406477,0.626041,0.556049
0,303.344513,24.191715,0.584002,0.537177
0,304.064545,23.478882,0.667429,0.601613
0,304.113007,23.370100,0.552291,0.527056
0,304.864105,23.185017,0.839531,0.552268
0,304.469116,23.878466,0.860258,0.596069
0,304.140350,23.590551,0.646480,0.543797
0,304.096466,23.264370,0.595753,0.575173
0,304.436462,23.054831,0.602613,0.637165
0,304.210236,23.486752,0.728220,0.585765
0,304.178558,23.288004,0.680314,0.517410
0,304.630737,23.117195,0.666550,0.787286
0,304.061646,23.459881,0.654827,0.499813
0,304.284882,22.939560,0.626633,0.575951
0,304.292358,23.275183,0.692587,0.672045
0,304.868896,22.471159,0.526686,0.703833
0,304.448792,23.476189,0.741301,0.771286
0,303.915985,23.578709,0.577695,0.624879
0,305.127625,22.736444,0.740280,0.517568
0,303.852356,23.795471,0.753967,0.513570
0,303.957031,23.439011,0.575328,0.515714
0,303.779907,23.561834,0.594634,0.534173
0,305.071930,22.967363,0.756697,0.788849
0,303.566071,23.412241,0.525856,0.596332
0,304.395691,23.553612,0.825434,0.572265
0,305.093384,22.855560,0.761203,0.715835
0,303.623932,23.651272,0.500270,0.599113
0,303.503784,23.592760,0.560921,0.510996
0,304.524841,22.999300,0.651894,0.625419
0,305.031982,22.983271,0.753760,0.563802
0,304.001404,23.292679,0.556191,0.623341
0,304.192535,23.278427,0.544396,0.634878
0,304.127106,23.107811,0.576777,0.852257
0,304.607880,22.970158,0.644567,0.512870
0,304.431641,22.927673,0.552985,0.561679
0,303.064667,24.099850,0.524528,0.551030
0,303.455414,23.454203,0.509694,0.598494
0,304.090210,23.394865,0.515940,0.616665
0,303.917328,23.774555,0.730894,0.516380
0,303.904968,23.545940,0.595971,0.521665
0,304.313049,23.430414,0.717650,0.544117
0,304.789154,22.962345,0.803709,0.489701
0,304.678650,23.224075,0.814845,0.552194
0,304.173523,23.133348,0.626828,0.583935
0,304.071045,23.303116,0.675793,0.735892
0,303.921692,23.321196,0.534937,0.591646
0,304.524475,23.158680,0.660622,0.523850
0,304.329681,23.060978,0.601283,0.524032
0,303.670807,23.722691,0.615468,0.532787
0,304.116241,23.314856,0.589099,0.529877
0,303.868988,23.591028,0.548686,0.548787
0,304.107452,23.214724,0.616933,0.505802
0,304.714722,23.201128,0.837570,0.532559
0,304.482147,23.619747,0.810435,0.597911
0,304.972107,22.766409,0.827415,0.579582
0,304.854645,23.304970,0.892227,0.600960
0,303.720825,23.750463,0.585712,0.561534
0,304.338928,23.322168,0.700060,0.602221
0,303.644531,23.885460,0.625656,0.532735
0,304.082581,23.175049,0.504484,0.536877
0,304.223541,22.838921,0.525804,0.543327
0,303.441620,23.637728,0.495788,0.524353
0,304.136414,23.678917,0.808916,0.580209
0,304.197784,23.257469,0.638289,0.520758
0,304.766815,23.282272,0.787476,0.545880
0,304.101959,22.928144,0.542823,0.761358
0,304.327759,23.012276,0.590020,0.618242
0,304.435760,23.369692,0.686735,0.538184
0,305.229462,22.985493,0.891580,0.538293
0,303.966217,23.353010,0.577532,0.550733
0,303.704498,23.699438,0.643299,0.551765
0,303.491760,23.748280,0.570980,0.539186
0,304.045105,23.126425,0.495144,0.570602
0,304.421387,22.842058,0.631391,0.658634
0,304.654053,23.191730,0.694491,0.707299
0,303.369019,23.552101,0.545537,0.557421
0,304.166962,23.966557,0.762896,0.517051
0,304.560852,22.997065,0.608398,0.592425
0,304.212341,22.956963,0.581162,0.509934
0,304.523590,22.663435,0.577178,0.776882
0,304.367065,23.554420,0.700165,0.516235
0,304.328339,23.936333,0.812529,0.614327
0,304.928131,22.937796,0.643698,0.578722
0,303.726074,23.463814,0.549917,0.537459
0,303.863098,23.399843,0.603361,0.666709
0,304.031189,23.220686,0.519429,0.663454
0,304.521423,23.243055,0.652861,0.737710
0,303.534241,23.365969,0.540518,0.517218
0,303.878571,23.850077,0.666740,0.539069
0,303.541473,23.634199,0.582577,0.637714
0,304.129791,23.513111,0.750887,0.517849
0,304.282257,23.679598,0.703272,0.560596
0,303.264740,23.848858,0.517346,0.602929
0,303.573975,23.646311,0.554930,0.618829
0,304.393341,22.551929,0.555825,0.521668
0,304.279327,23.400806,0.694278,0.597318
0,304.330200,23.156797,0.597757,0.518315
0,304.252991,23.307444,0.751440,0.718928
0,304.735352,23.174181,0.863818,0.513002
0,304.378204,23.288689,0.707746,0.533055
0,304.405853,23.374868,0.705803,0.514520
0,303.514496,23.830317,0.572047,0.532909
0,303.827820,23.626629,0.566338,0.643202
0,304.443146,23.574165,0.886099,0.679998
0,304.018219,23.280191,0.603164,0.512303
0,303.967560,22.903782,0.523458,0.564601
0,303.942444,23.316607,0.577754,0.592986
0,304.253113,23.450932,0.677327,0.566544
0,303.817108,23.725508,0.546379,0.639751
0,303.532166,23.522947,0.533143,0.509389
0,304.167511,23.332926,0.617804,0.520570
0,304.408203,23.183725,0.743722,0.596607
0,303.659790,23.583466,0.670180,0.529538
0,303.955322,23.118782,0.510951,0.747519
0,304.651581,23.070993,0.803323,0.513375
0,304.461548,23.465927,0.772953,0.526853
0,304.329620,23.554453,0.755096,0.562251
0,304.407043,23.296963,0.665894,0.681695
0,304.240875,23.641359,0.677819,0.595842
0,304.077484,23.239738,0.502357,0.797732
0,303.927032,23.420647,0.557988,0.545286
0,304.204773,22.965199,0.570749,0.566746
0,304.609039,23.119524,0.687199,0.601260
0,304.140076,23.614397,0.648455,0.537156
0,304.220764,23.250322,0.599773,0.541755
0,304.214172,23.604321,0.833099,0.515942
0,303.881439,23.246641,0.527555,0.569747
0,303.946594,23.313084,0.564882,0.549833
0,304.401855,23.284290,0.734181,0.523466
0,304.158997,23.664490,0.693149,0.532892
0,304.354828,23.134426,0.514670,0.548063
0,304.247925,23.152458,0.532028,0.528966
0,304.368866,23.193909,0.674356,0.776261
0,304.300171,22.896568,0.572784,0.531342
0,303.746643,23.223541,0.592100,0.537737
0,303.583588,23.441437,0.564770,0.531727
0,304.465302,23.366861,0.695416,0.660386
0,304.928467,23.365089,0.843911,0.517123
0,304.114563,23.554314,0.636538,0.606944
0,303.788574,23.997654,0.661608,0.535781
0,304.722900,23.536390,0.863350,0.542305
0,304.259827,23.527689,0.719598,0.628475
0,304.411346,23.468611,0.704470,0.540544
0,303.563660,23.697405,0.526622,0.547108
0,304.514252,23.786278,0.837716,0.512576
0,304.566315,22.790756,0.627103,0.587617
0,303.971619,23.324175,0.598661,0.605055
0,303.540222,23.684803,0.505872,0.534443
0,303.529694,23.496418,0.560821,0.621808
0,304.833008,23.035666,0.647777,0.600795
0,303.551544,23.416883,0.549227,0.514264
0,304.192963,23.385651,0.562705,0.541466
0,304.045441,23.893560,0.823915,0.538710
0,304.896851,22.743042,0.646873,0.656155
0,304.362762,23.496786,0.825768,0.575869
0,304.699738,22.956314,0.645834,0.550649
0,304.481659,23.485437,0.813702,0.658020
0,303.537170,23.613403,0.504306,0.683800
0,304.002075,23.036312,0.520623,0.678356
0,303.987701,23.235115,0.537767,0.502416
0,303.426086,24.158024,0.594931,0.528815
0,303.892365,23.205896,0.540965,0.559271
0,304.188293,23.452517,0.644790,0.522993
0,304.475464,23.373363,0.726283,0.535540
0,304.222778,23.424435,0.649694,0.515163
0,304.033142,23.808527,0.738735,0.529843
0,304.304596,22.890919,0.589098,0.770814
0,304.336212,22.769020,0.572743,0.507010
0,304.632599,23.282904,0.815441,0.776423
0,303.911011,23.418509,0.622535,0.529506
0,303.870972,23.513073,0.686543,0.549166
0,304.555328,23.564968,0.864311,0.542286
0,304.000061,22.790560,0.508960,0.559627
0,303.877869,23.691021,0.727941,0.521670
0,304.624115,22.714739,0.632839,0.525533
0,303.926117,23.753559,0.609896,0.546425
0,303.960754,23.442898,0.596381,0.513316
0,303.875183,23.484753,0.728796,0.508768
0,304.129059,23.598845,0.609492,0.560461
0,303.620178,23.264149,0.535675,0.537025
0,304.143829,23.460680,0.659181,0.619487
0,303.350769,23.774040,0.595780,0.517585
0,303.995605,23.364153,0.579955,0.625777
0,303.763306,23.744829,0.715013,0.509429
0,303.771240,23.674881,0.618812,0.575657
0,304.812531,23.185707,0.695743,0.603507
0,303.549744,23.478718,0.543600,0.655848
0,303.613251,23.348679,0.500066,0.546887
0,303.896332,23.999336,0.668516,0.522976
0,304.390656,23.225834,0.596829,0.487906
0,304.137421,23.089205,0.503177,0.531133
0,304.220856,23.801178,0.848444,0.558429
0,303.999084,23.586065,0.677928,0.595410
0,303.779449,23.574612,0.642462,0.604054
0,303.880707,23.652676,0.548024,0.677318
0,303.684265,23.583601,0.506168,0.581435
0,303.999695,23.442924,0.738768,0.526782
0,304.215302,23.341339,0.594199,0.518921
0,303.881958,23.651939,0.621885,0.622309
